age,gender,city,employment,income_aed,wellness_goal,nutri_knowledge,activity_level,lunch_source,online_orders_per_week,pain_points,frustration_level,order_channel,delivery_reliability_importance,transparency_need,flexibility_need,edu_content_need,past_subscription,trial_intent,max_daily_budget_aed,pricing_pref,convince_factors,open_comment
74,Female,Sharjah,Full-time,74772,General health,3,Low,Meal box/subscription,17,Cooking skills,1,Mobile app,3,5,4,5,No,1,71,Monthly plan with discount,"Taste variety, Sustainability creds, Proven health results",
40,Male,Dubai,Full-time,12458,Weight loss,4,Moderate,Restaurant/take-away,4,"Confusing nutrition info, Cooking skills",1,Website,3,3,3,4,No,5,37,Pay-as-you-go,"Proven health results, Taste variety, Price",
32,Male,Dubai,Student,6583,Weight loss,3,Moderate,Cook at home,5,"Cost, Cooking skills, Confusing nutrition info",3,Mobile app,4,2,3,3,Yes,5,32,Monthly plan with discount,"Price, Chef reputation, App experience",
23,Male,Dubai,Full-time,20294,No specific goal,3,Low,Office canteen,2,"Limited options nearby, Lack of time, Cooking skills",3,Mobile app,3,5,4,3,Yes,3,37,Weekly plan,"App experience, Proven health results, Chef reputation",
26,Female,Dubai,Full-time,10698,Weight loss,3,Moderate,Meal box/subscription,4,"Limited options nearby, Lack of time, Confusing nutrition info",2,Mobile app,4,4,3,5,No,4,31,Annual membership,"Taste variety, Chef reputation, Sustainability creds",
37,Male,Abu Dhabi,Part-time,6836,Medical diet,3,High,Cook at home,2,"Cooking skills, Cost, Confusing nutrition info",4,Mobile app,5,3,4,3,No,3,21,Weekly plan,"Proven health results, App experience, Sustainability creds",
26,Male,Dubai,Full-time,10086,Muscle gain,4,Moderate,Skip,3,Lack of time,1,Website,4,3,3,3,Yes,2,21,Annual membership,"Sustainability creds, Proven health results, Taste variety",
33,Male,Dubai,Part-time,16163,Medical diet,2,Moderate,Skip,4,"Cooking skills, Taste",2,Mobile app,4,3,4,1,Yes,3,27,Annual membership,"App experience, Price, Chef reputation",
32,Male,Abu Dhabi,Full-time,13537,General health,2,High,Cook at home,4,Cooking skills,1,Mobile app,4,3,4,3,No,2,23,Pay-as-you-go,"Taste variety, Sustainability creds, Chef reputation",
26,Female,Abu Dhabi,Self-employed,8343,No specific goal,2,Low,Meal box/subscription,3,"Taste, Cooking skills",3,In-person kiosk,3,5,3,5,Yes,3,24,Annual membership,"Taste variety, Sustainability creds, App experience",
49,Male,Abu Dhabi,Student,6395,No specific goal,2,Moderate,Office canteen,5,"Cooking skills, Taste",2,Mobile app,4,3,4,4,No,1,11,Pay-as-you-go,"Taste variety, Chef reputation, Proven health results",
37,Female,Dubai,Part-time,15564,Weight loss,3,High,Meal box/subscription,3,Cooking skills,1,Phone/WhatsApp,4,4,3,3,No,1,20,Pay-as-you-go,"Chef reputation, Sustainability creds, Taste variety",
18,Female,Dubai,Unemployed,11219,Weight loss,4,Moderate,Office canteen,2,Confusing nutrition info,1,Mobile app,5,2,5,3,No,2,21,Weekly plan,"Taste variety, Sustainability creds, App experience",
33,Male,Abu Dhabi,Full-time,13184,Weight loss,4,Moderate,Office canteen,1,"Lack of time, Taste, Cost",4,Phone/WhatsApp,3,5,4,3,Yes,4,35,Annual membership,"App experience, Sustainability creds, Taste variety",
26,Male,Dubai,Full-time,13848,General health,4,Low,Restaurant/take-away,4,"Lack of time, Confusing nutrition info, Limited options nearby",2,Mobile app,4,4,3,5,No,5,39,Monthly plan with discount,"Proven health results, Sustainability creds, App experience",
38,Non-binary,Sharjah,Part-time,18598,No specific goal,3,High,Restaurant/take-away,2,Cost,1,Mobile app,5,5,4,4,Yes,5,45,Monthly plan with discount,"Proven health results, App experience, Taste variety",
25,Male,Sharjah,Full-time,22908,Muscle gain,3,Moderate,Cook at home,4,Limited options nearby,2,Mobile app,5,4,4,4,No,5,52,Monthly plan with discount,"App experience, Chef reputation, Sustainability creds",
31,Male,Sharjah,Full-time,16140,General health,3,High,Restaurant/take-away,5,Cost,1,Mobile app,5,5,5,4,Yes,5,42,Annual membership,"Sustainability creds, Price, Taste variety",
36,Male,Dubai,Full-time,12779,Weight loss,2,Moderate,Cook at home,0,Cooking skills,2,Mobile app,4,5,5,5,No,4,33,Monthly plan with discount,"Chef reputation, Taste variety, Price",
38,Male,Dubai,Full-time,15186,General health,1,Moderate,Office canteen,2,"Lack of time, Limited options nearby, Cost",2,Mobile app,4,4,3,5,No,2,22,Pay-as-you-go,"Price, App experience, Proven health results",
65,Female,Abu Dhabi,Full-time,78161,No specific goal,3,High,Office canteen,19,"Confusing nutrition info, Taste",3,In-person kiosk,5,2,5,1,No,5,99,Weekly plan,"App experience, Price, Chef reputation",
29,Female,Dubai,Full-time,6598,Weight loss,5,Moderate,Office canteen,2,"Cost, Limited options nearby",2,In-person kiosk,4,2,4,5,Yes,5,31,Pay-as-you-go,"Price, Proven health results, App experience",
28,Female,Dubai,Self-employed,25894,Muscle gain,2,Moderate,Office canteen,1,"Confusing nutrition info, Lack of time, Cost",3,Phone/WhatsApp,3,3,3,5,No,4,48,Monthly plan with discount,"Taste variety, App experience, Chef reputation",
26,Male,Sharjah,Full-time,23565,Weight loss,1,Moderate,Cook at home,2,"Lack of time, Limited options nearby",2,In-person kiosk,5,3,3,3,No,1,27,Pay-as-you-go,"Taste variety, App experience, Proven health results",
46,Female,Sharjah,Full-time,40537,General health,4,High,Cook at home,2,Taste,1,Website,4,4,5,5,No,4,67,Pay-as-you-go,"Proven health results, Chef reputation, Price",
35,Female,Dubai,Full-time,46913,Muscle gain,2,Moderate,Cook at home,7,"Confusing nutrition info, Cooking skills, Limited options nearby",4,In-person kiosk,5,4,4,4,No,3,57,Monthly plan with discount,"App experience, Taste variety, Chef reputation",
21,Female,Dubai,Full-time,8331,Weight loss,4,Moderate,Office canteen,2,"Cost, Lack of time, Confusing nutrition info",4,Phone/WhatsApp,5,4,5,4,No,4,29,Weekly plan,"Chef reputation, Proven health results, Sustainability creds",
39,Non-binary,Dubai,Student,12684,Muscle gain,4,Low,Skip,3,Confusing nutrition info,1,Mobile app,5,3,4,3,Yes,2,312,Monthly plan with discount,"Chef reputation, Taste variety, Price",
48,Female,Sharjah,Full-time,52658,Weight loss,5,High,Cook at home,1,"Confusing nutrition info, Limited options nearby",2,Website,3,3,3,4,Yes,4,72,Weekly plan,"Price, App experience, Sustainability creds",
40,Male,Sharjah,Full-time,14698,Muscle gain,3,Low,Skip,4,Limited options nearby,1,Phone/WhatsApp,4,3,5,1,No,2,26,Pay-as-you-go,"Price, App experience, Taste variety",
19,Female,Dubai,Self-employed,16948,General health,4,Moderate,Restaurant/take-away,2,Taste,2,Website,5,4,5,5,No,3,30,Weekly plan,"Taste variety, App experience, Proven health results",
28,Male,Dubai,Full-time,7011,Weight loss,3,Moderate,Restaurant/take-away,3,"Cooking skills, Taste, Lack of time",3,Mobile app,5,4,5,5,Yes,5,30,Weekly plan,"Price, Chef reputation, Taste variety",
42,Female,Sharjah,Full-time,16170,General health,3,Moderate,Restaurant/take-away,5,"Confusing nutrition info, Taste, Lack of time",2,Mobile app,4,3,5,4,Yes,4,36,Monthly plan with discount,"Price, Taste variety, Sustainability creds",
26,Female,Dubai,Full-time,39410,General health,3,Moderate,Meal box/subscription,3,"Cooking skills, Lack of time",2,Website,3,4,4,4,No,5,64,Weekly plan,"App experience, Sustainability creds, Chef reputation",
35,Male,Dubai,Student,28541,Muscle gain,2,Low,Cook at home,3,"Taste, Cooking skills",2,Phone/WhatsApp,5,4,3,4,Yes,3,46,Weekly plan,"Price, Chef reputation, App experience",
38,Female,Other,Full-time,11056,Weight loss,3,Moderate,Office canteen,3,"Cost, Cooking skills, Confusing nutrition info",4,Mobile app,4,5,3,3,Yes,5,38,Monthly plan with discount,"Proven health results, Sustainability creds, App experience",
24,Female,Dubai,Full-time,12303,General health,3,High,Restaurant/take-away,4,"Limited options nearby, Taste, Cooking skills",2,Mobile app,4,3,4,4,No,3,25,Monthly plan with discount,"Price, Chef reputation, App experience",
31,Female,Abu Dhabi,Full-time,8521,No specific goal,4,High,Restaurant/take-away,6,"Cooking skills, Limited options nearby",3,Mobile app,4,4,5,4,Yes,5,33,Monthly plan with discount,"App experience, Sustainability creds, Proven health results",
18,Female,Dubai,Full-time,9800,Weight loss,4,Low,Meal box/subscription,5,"Taste, Cost",1,Mobile app,4,2,5,2,Yes,2,20,Annual membership,"Chef reputation, App experience, Sustainability creds",
23,Female,Dubai,Full-time,5771,Weight loss,4,High,Cook at home,1,Taste,1,Mobile app,5,3,5,2,No,3,21,Monthly plan with discount,"Taste variety, Sustainability creds, Price",
29,Female,Sharjah,Full-time,14377,Weight loss,2,Moderate,Restaurant/take-away,4,"Cost, Cooking skills",2,Mobile app,4,4,4,4,No,5,41,Weekly plan,"Sustainability creds, App experience, Taste variety",
22,Male,Dubai,Full-time,31915,General health,4,High,Office canteen,1,"Limited options nearby, Cooking skills, Taste",3,Phone/WhatsApp,4,4,5,3,No,4,54,Monthly plan with discount,"Proven health results, Sustainability creds, App experience",
45,Male,Other,Student,17917,Weight loss,3,Moderate,Office canteen,3,Cooking skills,2,Website,3,3,5,5,Yes,4,38,Monthly plan with discount,"Sustainability creds, App experience, Taste variety",
20,Male,Abu Dhabi,Self-employed,29700,Muscle gain,5,Moderate,Office canteen,4,"Cost, Cooking skills",3,Mobile app,4,3,4,3,No,1,30,Pay-as-you-go,"App experience, Proven health results, Chef reputation",
28,Female,Dubai,Full-time,25653,General health,5,High,Restaurant/take-away,4,Taste,2,Phone/WhatsApp,4,4,4,1,No,4,44,Weekly plan,"Price, Sustainability creds, Taste variety",
33,Male,Dubai,Self-employed,11411,General health,1,High,Meal box/subscription,5,"Taste, Confusing nutrition info",1,Mobile app,5,4,5,4,No,3,26,Pay-as-you-go,"Taste variety, Sustainability creds, App experience",
43,Female,Dubai,Full-time,10260,Muscle gain,4,Moderate,Office canteen,3,"Confusing nutrition info, Taste, Lack of time",4,Mobile app,4,4,4,4,No,5,36,Pay-as-you-go,"Price, Chef reputation, Taste variety",
20,Female,Dubai,Full-time,10458,Muscle gain,1,Low,Meal box/subscription,1,"Cost, Lack of time, Confusing nutrition info",2,Mobile app,4,5,5,4,No,3,26,Pay-as-you-go,"Proven health results, Chef reputation, Taste variety",
41,Male,Dubai,Part-time,6356,General health,3,Moderate,Office canteen,1,"Cooking skills, Confusing nutrition info, Cost",2,Website,4,4,4,4,No,3,21,Pay-as-you-go,"Taste variety, App experience, Chef reputation",
32,Female,Dubai,Self-employed,15244,Weight loss,3,Moderate,Cook at home,4,"Cooking skills, Confusing nutrition info, Limited options nearby",2,Website,4,4,3,4,No,2,24,Monthly plan with discount,"Chef reputation, Proven health results, Sustainability creds",
24,Female,Dubai,Self-employed,3510,Weight loss,2,Low,Cook at home,5,Lack of time,1,Phone/WhatsApp,4,4,4,4,No,5,28,Annual membership,"App experience, Price, Chef reputation",
35,Male,Abu Dhabi,Full-time,20161,No specific goal,4,Low,Cook at home,2,"Cost, Cooking skills",1,Mobile app,4,5,4,1,No,3,32,Monthly plan with discount,"Chef reputation, Taste variety, Proven health results",
33,Male,Abu Dhabi,Student,15548,Weight loss,1,High,Office canteen,4,"Cost, Taste, Limited options nearby",3,Mobile app,4,4,4,3,No,1,18,Monthly plan with discount,"App experience, Price, Chef reputation",
27,Male,Abu Dhabi,Full-time,18987,General health,2,Low,Office canteen,6,"Limited options nearby, Confusing nutrition info",1,Mobile app,4,2,3,3,Yes,5,41,Pay-as-you-go,"App experience, Price, Sustainability creds",
32,Male,Dubai,Student,25445,No specific goal,3,Moderate,Restaurant/take-away,3,"Cooking skills, Limited options nearby",1,Website,3,3,5,2,No,2,39,Annual membership,"Proven health results, Sustainability creds, Taste variety",
28,Prefer not to say,Dubai,Unemployed,16567,Weight loss,4,Low,Restaurant/take-away,3,"Taste, Cooking skills",2,Website,5,5,5,3,Yes,5,38,Monthly plan with discount,"Taste variety, App experience, Chef reputation",
32,Female,Abu Dhabi,Full-time,33914,Muscle gain,5,Moderate,Cook at home,3,"Taste, Confusing nutrition info",2,Mobile app,5,3,3,3,Yes,5,63,Pay-as-you-go,"Price, Proven health results, Chef reputation",
37,Female,Dubai,Self-employed,20471,General health,4,Low,Cook at home,2,Lack of time,1,Mobile app,4,4,3,5,No,3,33,Pay-as-you-go,"Chef reputation, Proven health results, Sustainability creds",
44,Female,Dubai,Full-time,10272,No specific goal,4,Low,Cook at home,4,"Cost, Taste, Lack of time",4,Phone/WhatsApp,4,5,4,3,No,2,20,Weekly plan,"Price, Taste variety, Chef reputation",
22,Female,Sharjah,Full-time,13319,No specific goal,3,High,Office canteen,2,"Limited options nearby, Cost, Confusing nutrition info",4,Phone/WhatsApp,5,4,5,3,Yes,5,40,Pay-as-you-go,"Proven health results, Chef reputation, Taste variety",
49,Female,Abu Dhabi,Full-time,4842,General health,1,High,Cook at home,1,Confusing nutrition info,1,Mobile app,4,3,4,5,No,1,10,Weekly plan,"Sustainability creds, Price, Chef reputation",
18,Male,Dubai,Full-time,9553,Weight loss,2,Low,Cook at home,2,"Taste, Limited options nearby",1,Website,5,2,3,3,Yes,2,18,Pay-as-you-go,"App experience, Chef reputation, Sustainability creds",
30,Male,Dubai,Student,12398,General health,3,Moderate,Skip,2,"Limited options nearby, Taste, Lack of time",2,Mobile app,3,3,4,3,No,4,31,Pay-as-you-go,"Sustainability creds, Proven health results, App experience",
36,Male,Abu Dhabi,Part-time,19711,Muscle gain,4,Moderate,Meal box/subscription,4,Taste,1,Mobile app,4,3,5,3,Yes,4,390,Pay-as-you-go,"Chef reputation, Price, App experience",
34,Female,Abu Dhabi,Full-time,10307,Muscle gain,3,High,Cook at home,4,Taste,1,Mobile app,5,5,4,3,No,2,20,Annual membership,"Taste variety, Price, Sustainability creds",
27,Male,Abu Dhabi,Self-employed,8043,Weight loss,4,High,Office canteen,3,Taste,2,Mobile app,4,4,5,3,No,5,33,Pay-as-you-go,"Sustainability creds, Taste variety, App experience",
30,Non-binary,Abu Dhabi,Unemployed,5837,Weight loss,3,Moderate,Office canteen,4,Confusing nutrition info,1,Mobile app,4,4,5,3,No,4,25,Pay-as-you-go,"Sustainability creds, Chef reputation, Price",
28,Male,Sharjah,Full-time,11132,General health,1,Moderate,Restaurant/take-away,4,"Cost, Taste, Lack of time",4,Mobile app,5,4,3,5,Yes,4,30,Monthly plan with discount,"Sustainability creds, Chef reputation, Proven health results",
27,Female,Dubai,Unemployed,39784,Muscle gain,2,High,Office canteen,1,Limited options nearby,1,Mobile app,5,3,4,2,No,3,50,Monthly plan with discount,"Price, Proven health results, Taste variety",
38,Male,Dubai,Full-time,17177,Weight loss,4,Low,Cook at home,5,"Confusing nutrition info, Cost",1,Mobile app,4,3,3,3,No,1,23,Weekly plan,"Chef reputation, Sustainability creds, Proven health results",
34,Female,Abu Dhabi,Self-employed,23994,Muscle gain,4,Moderate,Restaurant/take-away,4,"Cooking skills, Lack of time, Limited options nearby",4,Mobile app,4,3,3,4,No,4,46,Monthly plan with discount,"Chef reputation, App experience, Sustainability creds",
26,Female,Abu Dhabi,Full-time,9564,Medical diet,5,High,Office canteen,1,"Taste, Cooking skills, Limited options nearby",2,Mobile app,4,4,3,3,No,3,323,Weekly plan,"App experience, Chef reputation, Price",
39,Female,Abu Dhabi,Full-time,6830,General health,2,High,Cook at home,5,"Taste, Cost",3,Website,5,4,4,3,No,4,27,Pay-as-you-go,"Price, Chef reputation, Proven health results",
34,Male,Dubai,Full-time,8145,Weight loss,5,Moderate,Office canteen,4,Taste,2,Mobile app,5,4,5,4,Yes,3,24,Weekly plan,"Chef reputation, Proven health results, App experience",
38,Male,Dubai,Part-time,14288,Weight loss,2,Moderate,Office canteen,1,"Lack of time, Confusing nutrition info",1,Mobile app,5,4,4,5,Yes,5,41,Monthly plan with discount,"Price, Sustainability creds, Proven health results",
37,Female,Sharjah,Full-time,5534,Weight loss,1,Moderate,Office canteen,2,"Cooking skills, Lack of time",1,In-person kiosk,5,5,4,4,No,2,14,Weekly plan,"Sustainability creds, Taste variety, App experience",
25,Female,Abu Dhabi,Full-time,9068,No specific goal,5,Moderate,Cook at home,4,"Confusing nutrition info, Lack of time, Cost",2,Mobile app,3,3,3,3,No,4,28,Monthly plan with discount,"Chef reputation, Sustainability creds, Proven health results",
27,Female,Sharjah,Full-time,11188,General health,3,Moderate,Office canteen,2,Limited options nearby,1,Website,5,4,4,5,No,5,37,Pay-as-you-go,"Chef reputation, Taste variety, Proven health results",
37,Female,Abu Dhabi,Student,7749,General health,4,Moderate,Cook at home,6,"Lack of time, Cost",3,Mobile app,5,3,3,3,No,1,11,Monthly plan with discount,"Proven health results, Sustainability creds, App experience",
36,Female,Abu Dhabi,Full-time,5187,General health,2,Moderate,Restaurant/take-away,4,Limited options nearby,2,Phone/WhatsApp,5,4,4,2,No,1,9,Weekly plan,"Sustainability creds, Chef reputation, Price",
31,Female,Abu Dhabi,Full-time,17337,Muscle gain,3,High,Cook at home,6,"Limited options nearby, Confusing nutrition info",3,Website,3,3,4,4,Yes,2,29,Weekly plan,"Taste variety, App experience, Chef reputation",
32,Male,Sharjah,Full-time,15348,General health,5,Low,Cook at home,4,"Cost, Limited options nearby, Cooking skills",2,Mobile app,5,4,5,4,No,5,39,Monthly plan with discount,"App experience, Proven health results, Taste variety",
42,Female,Abu Dhabi,Full-time,22143,Muscle gain,3,Moderate,Restaurant/take-away,4,"Cooking skills, Taste",3,Website,3,3,3,2,No,5,46,Monthly plan with discount,"Price, Sustainability creds, App experience",
27,Female,Abu Dhabi,Self-employed,8609,Weight loss,4,Moderate,Restaurant/take-away,2,"Cooking skills, Taste, Lack of time",4,Mobile app,4,2,4,4,No,2,18,Pay-as-you-go,"Proven health results, Chef reputation, Price",
36,Female,Dubai,Self-employed,21933,Weight loss,2,Moderate,Meal box/subscription,1,"Confusing nutrition info, Lack of time, Cost",2,Phone/WhatsApp,4,5,3,5,Yes,2,34,Monthly plan with discount,"App experience, Price, Chef reputation",
30,Male,Dubai,Full-time,32223,General health,3,Low,Office canteen,3,"Cost, Taste, Lack of time",2,Mobile app,4,3,4,3,Yes,3,45,Monthly plan with discount,"Sustainability creds, Proven health results, Taste variety",
30,Male,Abu Dhabi,Full-time,17101,No specific goal,3,Moderate,Cook at home,2,Cost,2,Website,4,3,4,4,Yes,3,34,Pay-as-you-go,"Sustainability creds, Proven health results, Chef reputation",
40,Male,Dubai,Self-employed,11057,Weight loss,2,High,Restaurant/take-away,4,Limited options nearby,1,Mobile app,5,4,5,3,No,3,26,Annual membership,"Taste variety, App experience, Sustainability creds",
38,Female,Dubai,Full-time,16128,Medical diet,3,Moderate,Restaurant/take-away,5,Cost,1,Mobile app,4,4,4,3,No,4,36,Monthly plan with discount,"Proven health results, Price, Chef reputation",
38,Male,Dubai,Self-employed,10795,General health,2,High,Cook at home,0,Cooking skills,1,In-person kiosk,3,4,4,3,No,2,20,Weekly plan,"Taste variety, Proven health results, App experience",
42,Female,Dubai,Part-time,9933,Weight loss,5,Athlete,Meal box/subscription,5,"Confusing nutrition info, Limited options nearby",2,Phone/WhatsApp,3,4,4,4,No,2,18,Pay-as-you-go,"App experience, Chef reputation, Price",
32,Male,Dubai,Self-employed,21108,Weight loss,3,Low,Cook at home,3,"Taste, Lack of time",2,Mobile app,5,3,3,3,No,2,32,Monthly plan with discount,"Taste variety, Chef reputation, Proven health results",
37,Male,Dubai,Full-time,13992,Weight loss,2,Low,Skip,3,Taste,1,Mobile app,3,2,4,5,No,2,23,Pay-as-you-go,"Taste variety, Sustainability creds, Proven health results",
29,Male,Sharjah,Full-time,27401,General health,3,High,Meal box/subscription,5,"Taste, Cooking skills, Lack of time",2,Mobile app,3,5,5,5,No,5,56,Weekly plan,"Chef reputation, Taste variety, Proven health results",
34,Male,Dubai,Unemployed,12023,Weight loss,3,High,Restaurant/take-away,0,"Cost, Taste, Confusing nutrition info",4,Mobile app,4,3,4,5,No,4,31,Weekly plan,"Chef reputation, Sustainability creds, Price",
30,Male,Dubai,Full-time,12647,Muscle gain,4,Low,Meal box/subscription,3,"Lack of time, Limited options nearby",3,Mobile app,4,5,5,2,No,2,22,Monthly plan with discount,"Taste variety, App experience, Sustainability creds",
32,Female,Dubai,Part-time,11299,Muscle gain,5,Low,Restaurant/take-away,1,Confusing nutrition info,1,Mobile app,5,4,4,1,No,4,30,Pay-as-you-go,"Taste variety, Chef reputation, Sustainability creds",
36,Male,Abu Dhabi,Full-time,8567,General health,3,Low,Cook at home,2,Taste,1,Mobile app,5,4,4,3,Yes,3,24,Monthly plan with discount,"App experience, Price, Sustainability creds",
25,Female,Dubai,Part-time,22539,Weight loss,4,Athlete,Office canteen,3,Lack of time,1,Mobile app,5,5,4,4,No,5,46,Weekly plan,"Chef reputation, Proven health results, Sustainability creds",
48,Male,Sharjah,Full-time,44741,Muscle gain,3,Low,Cook at home,1,Cost,1,Mobile app,4,4,3,5,No,1,45,Weekly plan,"Sustainability creds, Proven health results, Price",
23,Female,Abu Dhabi,Full-time,12390,Muscle gain,2,Moderate,Office canteen,1,"Limited options nearby, Confusing nutrition info",1,Mobile app,4,4,4,4,Yes,2,24,Monthly plan with discount,"Taste variety, Proven health results, Price",
22,Female,Abu Dhabi,Full-time,10673,General health,4,High,Restaurant/take-away,4,"Cooking skills, Lack of time",3,Mobile app,4,4,5,4,No,3,26,Monthly plan with discount,"Proven health results, Taste variety, Chef reputation",
41,Female,Dubai,Part-time,10333,Medical diet,3,Low,Office canteen,5,"Confusing nutrition info, Taste",2,Website,4,4,4,1,No,1,330,Weekly plan,"Sustainability creds, Taste variety, App experience",
38,Female,Abu Dhabi,Self-employed,10677,Weight loss,4,Moderate,Office canteen,5,"Cooking skills, Taste, Confusing nutrition info",2,Mobile app,3,4,4,5,No,2,21,Weekly plan,"Price, Chef reputation, Taste variety",
36,Male,Dubai,Full-time,34224,General health,5,Low,Restaurant/take-away,2,"Lack of time, Limited options nearby",1,Mobile app,4,3,5,3,Yes,5,62,Weekly plan,"Chef reputation, Taste variety, Price",
37,Male,Other,Full-time,10473,General health,3,High,Meal box/subscription,2,Cooking skills,1,Mobile app,3,4,4,2,No,3,24,Monthly plan with discount,"Chef reputation, Taste variety, App experience",
31,Female,Abu Dhabi,Part-time,11194,General health,5,Low,Cook at home,3,"Taste, Limited options nearby, Confusing nutrition info",3,Mobile app,5,3,5,5,No,2,19,Weekly plan,"App experience, Taste variety, Sustainability creds",
24,Female,Dubai,Full-time,8067,General health,4,Moderate,Office canteen,5,Lack of time,1,Website,5,2,4,4,No,1,14,Monthly plan with discount,"Chef reputation, Proven health results, Price",
78,Male,Dubai,Full-time,84161,Muscle gain,3,Moderate,Cook at home,17,Confusing nutrition info,2,Mobile app,3,4,4,2,No,4,91,Monthly plan with discount,"Sustainability creds, App experience, Taste variety",
26,Female,Dubai,Full-time,14504,Weight loss,3,Low,Restaurant/take-away,3,"Limited options nearby, Lack of time, Taste",2,Mobile app,4,3,4,3,No,2,25,Pay-as-you-go,"Price, Chef reputation, Proven health results",
39,Male,Abu Dhabi,Full-time,8494,General health,3,Low,Cook at home,1,"Lack of time, Cost, Cooking skills",3,Phone/WhatsApp,5,5,3,2,No,4,27,Weekly plan,"Taste variety, Price, Chef reputation",
30,Male,Dubai,Full-time,9598,Muscle gain,5,Moderate,Restaurant/take-away,2,"Confusing nutrition info, Cooking skills, Taste",4,In-person kiosk,4,5,5,4,Yes,5,34,Pay-as-you-go,"Taste variety, Chef reputation, App experience",
25,Male,Abu Dhabi,Full-time,32282,General health,4,Low,Cook at home,2,Limited options nearby,2,Mobile app,5,5,5,3,No,3,41,Weekly plan,"Price, Proven health results, Sustainability creds",
29,Male,Dubai,Full-time,15247,Weight loss,1,High,Cook at home,2,"Confusing nutrition info, Cooking skills",1,Mobile app,4,4,4,5,No,5,40,Monthly plan with discount,"Sustainability creds, App experience, Chef reputation",
35,Female,Abu Dhabi,Full-time,15782,No specific goal,3,High,Meal box/subscription,2,Cooking skills,1,Mobile app,5,4,3,3,Yes,2,26,Monthly plan with discount,"Taste variety, Price, App experience",
27,Male,Sharjah,Full-time,15813,General health,3,Moderate,Cook at home,2,"Cooking skills, Taste",3,Mobile app,5,3,4,4,Yes,2,23,Monthly plan with discount,"Chef reputation, App experience, Sustainability creds",
25,Female,Abu Dhabi,Full-time,30125,Weight loss,1,Moderate,Office canteen,3,"Confusing nutrition info, Lack of time",1,Mobile app,3,4,4,2,No,2,38,Pay-as-you-go,"Taste variety, Chef reputation, Price",
33,Female,Abu Dhabi,Full-time,8894,Muscle gain,1,Moderate,Cook at home,4,Taste,1,Mobile app,4,3,4,3,No,1,15,Annual membership,"Price, App experience, Proven health results",
33,Male,Dubai,Self-employed,12303,General health,3,High,Office canteen,3,"Confusing nutrition info, Cooking skills",3,Mobile app,4,3,4,4,No,3,27,Weekly plan,"Price, Taste variety, Chef reputation",
27,Female,Dubai,Full-time,13784,General health,3,Moderate,Office canteen,2,"Confusing nutrition info, Cooking skills",1,Phone/WhatsApp,5,4,5,4,No,1,20,Weekly plan,"Chef reputation, Proven health results, App experience",
28,Male,Abu Dhabi,Full-time,6343,Muscle gain,3,Low,Cook at home,2,"Lack of time, Cooking skills, Confusing nutrition info",4,Mobile app,3,3,4,3,No,3,22,Monthly plan with discount,"Sustainability creds, App experience, Taste variety",
33,Male,Dubai,Full-time,9487,No specific goal,3,Low,Cook at home,5,"Taste, Confusing nutrition info",1,Mobile app,4,3,5,4,Yes,2,21,Monthly plan with discount,"Proven health results, Taste variety, Sustainability creds",
20,Male,Dubai,Full-time,25314,Weight loss,2,Moderate,Office canteen,3,Cooking skills,1,Website,4,4,4,5,Yes,5,54,Weekly plan,"Chef reputation, Sustainability creds, App experience",
20,Male,Dubai,Full-time,21936,Muscle gain,4,Moderate,Restaurant/take-away,2,"Lack of time, Limited options nearby, Cooking skills",3,Mobile app,5,3,5,3,No,4,40,Monthly plan with discount,"Taste variety, Chef reputation, Price",
26,Female,Dubai,Full-time,23964,No specific goal,3,Moderate,Restaurant/take-away,1,"Lack of time, Cost",1,Mobile app,5,3,3,2,No,4,48,Monthly plan with discount,"Chef reputation, Proven health results, Sustainability creds",
30,Female,Dubai,Student,11173,No specific goal,2,Low,Office canteen,5,"Taste, Limited options nearby, Cooking skills",2,Mobile app,4,2,3,3,No,4,32,Monthly plan with discount,"App experience, Price, Sustainability creds",
34,Male,Sharjah,Full-time,11884,General health,3,Moderate,Restaurant/take-away,2,"Cooking skills, Lack of time, Cost",2,Mobile app,3,4,5,4,Yes,5,38,Pay-as-you-go,"Sustainability creds, Chef reputation, Proven health results",
43,Female,Dubai,Unemployed,6135,Medical diet,3,Low,Cook at home,2,"Limited options nearby, Cost",2,Mobile app,3,4,5,1,No,3,19,Monthly plan with discount,"App experience, Chef reputation, Price",
38,Male,Abu Dhabi,Full-time,23903,Weight loss,1,Low,Cook at home,5,"Cooking skills, Confusing nutrition info",1,Mobile app,4,4,5,3,No,2,38,Monthly plan with discount,"App experience, Chef reputation, Price",
30,Male,Dubai,Full-time,25955,Medical diet,2,Moderate,Cook at home,2,Lack of time,1,Mobile app,4,3,4,4,Yes,5,53,Monthly plan with discount,"Taste variety, Proven health results, Chef reputation",
31,Male,Abu Dhabi,Full-time,25790,Weight loss,1,Low,Cook at home,3,"Limited options nearby, Cost, Confusing nutrition info",2,Mobile app,4,4,5,5,No,2,38,Monthly plan with discount,"Taste variety, App experience, Price",
23,Female,Dubai,Full-time,33451,Weight loss,4,Moderate,Cook at home,0,"Limited options nearby, Lack of time",3,In-person kiosk,5,4,3,3,Yes,4,47,Annual membership,"Proven health results, Price, App experience",
